season,week,team,side,plays,successes,sr,epa_per_play
2024,9,DET,off,22,13,0.590909,0.07132030015716075
2024,9,GB,def,22,13,0.590909,0.07132030015716075
2024,9,GB,off,26,15,0.576923,0.04844722958827893
2024,9,HOU,def,22,11,0.5,-0.44960690232586453
2024,9,HOU,off,29,8,0.275862,-0.10992888065259743
2024,9,IND,def,35,18,0.514286,-0.31855181716216197
2024,9,IND,off,21,8,0.380952,-0.515902402131663
2024,9,JAX,def,29,16,0.551724,-0.04752745393037411
2024,9,JAX,off,22,7,0.318182,-0.4335005101853643
2024,9,KC,def,22,11,0.5,0.19914929975162854
2024,9,KC,off,35,16,0.457143,-0.08309459875454195
2024,9,LA,def,31,14,0.451613,-0.4416762330201304
2024,9,LA,off,31,18,0.580645,0.047432960027964
2024,9,LAC,def,32,15,0.46875,-0.18923113989330886
2024,9,LAC,off,21,9,0.428571,-0.10706613455078609
2024,9,LV,def,31,21,0.677419,-0.04640166377817701
2024,9,LV,off,25,12,0.48,-0.33858800676185635
2024,9,MIA,def,27,17,0.62963,-0.051819085631804124
2024,9,MIA,off,30,21,0.7,0.09028442228057733
2024,9,MIN,def,21,8,0.380952,-0.515902402131663
2024,9,MIN,off,35,18,0.514286,-0.31855181716216197
2024,9,NE,def,32,16,0.5,0.05314521298350883
2024,9,NE,off,28,10,0.357143,-0.2505377689667512
2024,9,NO,def,21,8,0.380952,-0.055747465119652805
2024,9,NO,off,32,18,0.5625,0.03264711444535351
2024,9,NYG,def,25,14,0.56,0.29222110911272464
2024,9,NYG,off,27,13,0.481481,-0.31420812694381717
2024,9,NYJ,def,29,8,0.275862,-0.10992888065259743
2024,9,NYJ,off,22,11,0.5,-0.44960690232586453
2024,9,PHI,def,22,7,0.318182,-0.4335005101853643
2024,9,PHI,off,29,16,0.551724,-0.04752745393037411
2024,9,SEA,def,31,18,0.580645,0.047432960027964
2024,9,SEA,off,31,14,0.451613,-0.4416762330201304
2024,9,TB,def,35,16,0.457143,-0.08309459875454195
2024,9,TB,off,22,11,0.5,0.19914929975162854
2024,9,TEN,def,28,10,0.357143,-0.2505377689667512
2024,9,TEN,off,32,16,0.5,0.05314521298350883
2024,9,WAS,def,27,13,0.481481,-0.31420812694381717
2024,9,WAS,off,25,14,0.56,0.29222110911272464
2024,10,ARI,def,22,15,0.681818,0.19725829191156663
2024,10,ARI,off,28,13,0.464286,0.008248615764646925
2024,10,ATL,def,22,14,0.636364,0.34580400891057006
2024,10,ATL,off,33,22,0.666667,0.15587125758986187
2024,10,BAL,def,32,19,0.59375,0.40696435995505453
2024,10,BAL,off,26,14,0.538462,0.0999375218111359
2024,10,BUF,def,28,10,0.357143,-0.6875603369241746
2024,10,BUF,off,29,10,0.344828,-0.46096428045959437
2024,10,CAR,def,32,20,0.625,0.0912100387913597
2024,10,CAR,off,25,13,0.52,-0.03642405054299161
2024,10,CHI,def,25,16,0.64,0.00959249890060164
2024,10,CHI,off,22,9,0.409091,-0.17454329081705178
2024,10,CIN,def,26,14,0.538462,0.0999375218111359
2024,10,CIN,off,32,19,0.59375,0.40696435995505453
2024,10,DAL,def,30,15,0.5,0.01910550379155514
2024,10,DAL,off,23,11,0.478261,-1.1478419163208657
2024,10,DEN,def,25,10,0.4,-0.13923361600609496
2024,10,DEN,off,23,11,0.478261,-0.06238822456013978
2024,10,DET,def,27,9,0.333333,-0.4703460930506009
2024,10,DET,off,30,16,0.533333,-0.17768687562687166
2024,10,HOU,def,30,16,0.533333,-0.17768687562687166
2024,10,HOU,off,27,9,0.333333,-0.4703460930506009
2024,10,IND,def,29,10,0.344828,-0.46096428045959437
2024,10,IND,off,28,10,0.357143,-0.6875603369241746
2024,10,JAX,def,35,18,0.514286,-0.16720336780750325
2024,10,JAX,off,18,4,0.222222,-0.4546078369668167
2024,10,KC,def,23,11,0.478261,-0.06238822456013978
2024,10,KC,off,25,10,0.4,-0.13923361600609496
2024,10,LA,def,23,11,0.478261,-0.04050455668070556
2024,10,LA,off,31,16,0.516129,-0.3064335828605709
2024,10,LAC,def,24,13,0.541667,-0.04366785774861152
2024,10,LAC,off,27,17,0.62963,0.1652438546966382
2024,10,MIA,def,31,16,0.516129,-0.3064335828605709
2024,10,MIA,off,23,11,0.478261,-0.04050455668070556
2024,10,MIN,def,18,4,0.222222,-0.4546078369668167
2024,10,MIN,off,35,18,0.514286,-0.16720336780750325
2024,10,NE,def,22,9,0.409091,-0.17454329081705178
2024,10,NE,off,25,16,0.64,0.00959249890060164
2024,10,NO,def,33,22,0.666667,0.15587125758986187
2024,10,NO,off,22,14,0.636364,0.34580400891057006
2024,10,NYG,def,25,13,0.52,-0.03642405054299161
2024,10,NYG,off,32,20,0.625,0.0912100387913597
2024,10,NYJ,def,28,13,0.464286,0.008248615764646925
2024,10,NYJ,off,22,15,0.681818,0.19725829191156663
2024,10,PHI,def,23,11,0.478261,-1.1478419163208657
2024,10,PHI,off,30,15,0.5,0.01910550379155514
2024,10,PIT,def,26,15,0.576923,0.17784207435929253
2024,10,PIT,off,29,6,0.206897,-0.3387146178695197
2024,10,SF,def,24,13,0.541667,0.18355431892026294
2024,10,SF,off,30,17,0.566667,0.18847229620829845
2024,10,TB,def,30,17,0.566667,0.18847229620829845
2024,10,TB,off,24,13,0.541667,0.18355431892026294
2024,10,TEN,def,27,17,0.62963,0.1652438546966382
2024,10,TEN,off,24,13,0.541667,-0.04366785774861152
2024,10,WAS,def,29,6,0.206897,-0.3387146178695197
2024,10,WAS,off,26,15,0.576923,0.17784207435929253
2024,11,ATL,def,26,13,0.5,-0.12206792638104301
2024,11,ATL,off,21,9,0.428571,-0.3379727970501075
2024,11,BAL,def,29,14,0.482759,-0.12844049944622635
2024,11,BAL,off,25,14,0.56,-0.04182874914840795
2024,11,BUF,def,24,16,0.666667,0.3051760119924438
2024,11,BUF,off,29,10,0.344828,-0.054669715861532964
2024,11,CHI,def,22,15,0.681818,0.5429502432102296
2024,11,CHI,off,28,13,0.464286,-0.01471085007664479
2024,11,CIN,def,30,15,0.5,0.06344616276231439
2024,11,CIN,off,34,14,0.411765,0.0314050399713725
2024,11,CLE,def,24,10,0.416667,-0.30537137446420576
2024,11,CLE,off,29,16,0.551724,0.19575326366687257
2024,11,DAL,def,27,13,0.481481,0.2963832521604167
2024,11,DAL,off,34,15,0.441176,-0.005848866969566135
2024,11,DEN,def,21,9,0.428571,-0.3379727970501075
2024,11,DEN,off,26,13,0.5,-0.12206792638104301
2024,11,DET,def,18,6,0.333333,-0.0952409899877643
2024,11,DET,off,38,28,0.736842,0.4056811904960533
2024,11,GB,def,28,13,0.464286,-0.01471085007664479
2024,11,GB,off,22,15,0.681818,0.5429502432102296
2024,11,HOU,def,34,15,0.441176,-0.005848866969566135
2024,11,HOU,off,27,13,0.481481,0.2963832521604167
2024,11,IND,def,19,8,0.421053,-0.13281292598817104
2024,11,IND,off,27,12,0.444444,-0.18684433959316704
2024,11,JAX,def,38,28,0.736842,0.4056811904960533
2024,11,JAX,off,18,6,0.333333,-0.0952409899877643
2024,11,KC,def,29,10,0.344828,-0.054669715861532964
2024,11,KC,off,24,16,0.666667,0.3051760119924438
2024,11,LA,def,32,22,0.6875,0.056145709794691356
2024,11,LA,off,23,16,0.695652,0.2931689171515324
2024,11,LAC,def,34,14,0.411765,0.0314050399713725
2024,11,LAC,off,30,15,0.5,0.06344616276231439
2024,11,LV,def,25,12,0.48,-0.13363564852625132
2024,11,LV,off,25,11,0.44,-0.24181719970307314
2024,11,MIA,def,25,11,0.44,-0.24181719970307314
2024,11,MIA,off,25,12,0.48,-0.13363564852625132
2024,11,MIN,def,21,8,0.380952,-0.16305127526478222
2024,11,MIN,off,29,16,0.551724,-0.022711137968019164
2024,11,NE,def,23,16,0.695652,0.2931689171515324
2024,11,NE,off,32,22,0.6875,0.056145709794691356
2024,11,NO,def,29,16,0.551724,0.19575326366687257
2024,11,NO,off,24,10,0.416667,-0.30537137446420576
2024,11,NYJ,def,27,12,0.444444,-0.18684433959316704
2024,11,NYJ,off,19,8,0.421053,-0.13281292598817104
2024,11,PHI,def,27,17,0.62963,-0.03132721954521171
2024,11,PHI,off,30,18,0.6,0.14795053803633587
2024,11,PIT,def,25,14,0.56,-0.04182874914840795
2024,11,PIT,off,29,14,0.482759,-0.12844049944622635
2024,11,SEA,def,26,11,0.423077,-0.057479404121225416
2024,11,SEA,off,25,15,0.6,0.006509838451165706
2024,11,SF,def,25,15,0.6,0.006509838451165706
2024,11,SF,off,26,11,0.423077,-0.057479404121225416
2024,11,TEN,def,29,16,0.551724,-0.022711137968019164
2024,11,TEN,off,21,8,0.380952,-0.16305127526478222
2024,11,WAS,def,30,18,0.6,0.14795053803633587
2024,11,WAS,off,27,17,0.62963,-0.03132721954521171
2024,12,ARI,def,24,8,0.333333,-0.2043124382774598
2024,12,ARI,off,26,14,0.538462,0.07313277429760792
2024,12,BAL,def,24,10,0.416667,-0.1395329771328995
2024,12,BAL,off,23,16,0.695652,0.3745657353732816
2024,12,CAR,def,32,22,0.6875,0.2810481795513624
2024,12,CAR,off,26,15,0.576923,0.23501547105507387
2024,12,CHI,def,31,16,0.516129,0.24578807121705998
2024,12,CHI,off,29,15,0.517241,0.11613269525295092
2024,12,CLE,def,26,12,0.461538,-0.07716106592740218
2024,12,CLE,off,23,16,0.695652,0.33451330484366854
2024,12,DAL,def,30,13,0.433333,-0.21515382907624978
2024,12,DAL,off,29,19,0.655172,0.0065727459998038765
2024,12,DEN,def,32,14,0.4375,-0.14863848132335988
2024,12,DEN,off,28,12,0.428571,-0.044225728164227415
2024,12,DET,def,19,9,0.473684,0.218652636394836
2024,12,DET,off,32,15,0.46875,0.050143624295742484
2024,12,GB,def,21,10,0.47619,-0.20698376072964275
2024,12,GB,off,28,12,0.428571,-0.04255149120789221
2024,12,HOU,def,29,14,0.482759,0.02754375373679695
2024,12,HOU,off,23,11,0.478261,0.19918883674646445
2024,12,IND,def,32,15,0.46875,0.050143624295742484
2024,12,IND,off,19,9,0.473684,0.218652636394836
2024,12,KC,def,26,15,0.576923,0.23501547105507387
2024,12,KC,off,32,22,0.6875,0.2810481795513624
2024,12,LA,def,28,17,0.607143,0.3571326255083217
2024,12,LA,off,30,16,0.533333,-0.15594112452236003
2024,12,LAC,def,23,16,0.695652,0.3745657353732816
2024,12,LAC,off,24,10,0.416667,-0.1395329771328995
2024,12,LV,def,28,12,0.428571,-0.044225728164227415
2024,12,LV,off,32,14,0.4375,-0.14863848132335988
2024,12,MIA,def,24,11,0.458333,0.008324443580931984
2024,12,MIA,off,30,15,0.5,0.06789194624385951
2024,12,MIN,def,29,15,0.517241,0.11613269525295092
2024,12,MIN,off,31,16,0.516129,0.24578807121705998
2024,12,NE,def,30,15,0.5,0.06789194624385951
2024,12,NE,off,24,11,0.458333,0.008324443580931984
2024,12,NYG,def,29,15,0.517241,0.2359354774706499
2024,12,NYG,off,25,12,0.48,-0.24206194258411415
2024,12,PHI,def,30,16,0.533333,-0.15594112452236003
2024,12,PHI,off,28,17,0.607143,0.3571326255083217
2024,12,PIT,def,23,16,0.695652,0.33451330484366854
2024,12,PIT,off,26,12,0.461538,-0.07716106592740218
2024,12,SEA,def,26,14,0.538462,0.07313277429760792
2024,12,SEA,off,24,8,0.333333,-0.2043124382774598
2024,12,SF,def,28,12,0.428571,-0.04255149120789221
2024,12,SF,off,21,10,0.47619,-0.20698376072964275
2024,12,TB,def,25,12,0.48,-0.24206194258411415
2024,12,TB,off,29,15,0.517241,0.2359354774706499
2024,12,TEN,def,23,11,0.478261,0.19918883674646445
2024,12,TEN,off,29,14,0.482759,0.02754375373679695
2024,12,WAS,def,29,19,0.655172,0.0065727459998038765
2024,12,WAS,off,30,13,0.433333,-0.21515382907624978
2024,13,ARI,def,24,14,0.583333,-0.12104268061132946
2024,13,ARI,off,33,17,0.515152,-0.09814401049075197
2024,13,ATL,def,18,5,0.277778,0.0778012143370385
2024,13,ATL,off,33,19,0.575758,-0.20209491118668776
2024,13,BAL,def,24,16,0.666667,0.34799184643876896
2024,13,BAL,off,32,18,0.5625,0.21325663007519324
2024,13,BUF,def,22,9,0.409091,-0.45717626134600403
2024,13,BUF,off,24,14,0.583333,0.2964817754170023
2024,13,CAR,def,37,26,0.702703,0.08126071666924257
2024,13,CAR,off,30,17,0.566667,0.023361519149815043
2024,13,CHI,def,31,14,0.451613,-0.0012728788311623276
2024,13,CHI,off,24,13,0.541667,-0.028597122926536638
2024,13,CIN,def,31,18,0.580645,0.21939046008758098
2024,13,CIN,off,29,15,0.517241,-0.16104863669948075
2024,13,CLE,def,26,12,0.461538,-0.05905320132688548
2024,13,CLE,off,38,14,0.368421,-0.45666051959223725
2024,13,DAL,def,27,17,0.62963,-0.1855275294359739
2024,13,DAL,off,29,13,0.448276,-0.10454618976178483
2024,13,DEN,def,38,14,0.368421,-0.45666051959223725
2024,13,DEN,off,26,12,0.461538,-0.05905320132688548
2024,13,DET,def,24,13,0.541667,-0.028597122926536638
2024,13,DET,off,31,14,0.451613,-0.0012728788311623276
2024,13,GB,def,29,15,0.517241,0.27617606433943426
2024,13,GB,off,25,13,0.52,0.28370715762488546
2024,13,HOU,def,27,10,0.37037,-0.11531845136778429
2024,13,HOU,off,27,15,0.555556,0.2647141426029891
2024,13,IND,def,30,17,0.566667,0.030953754829772466
2024,13,IND,off,25,17,0.68,0.21754928686306813
2024,13,JAX,def,27,15,0.555556,0.2647141426029891
2024,13,JAX,off,27,10,0.37037,-0.11531845136778429
2024,13,KC,def,29,19,0.655172,0.24421132121291333
2024,13,KC,off,28,11,0.392857,-0.12798776432360423
2024,13,LA,def,26,14,0.538462,-0.06978688788680862
2024,13,LA,off,26,17,0.653846,0.258526857499069
2024,13,LAC,def,33,19,0.575758,-0.20209491118668776
2024,13,LAC,off,18,5,0.277778,0.0778012143370385
2024,13,LV,def,28,11,0.392857,-0.12798776432360423
2024,13,LV,off,29,19,0.655172,0.24421132121291333
2024,13,MIA,def,25,13,0.52,0.28370715762488546
2024,13,MIA,off,29,15,0.517241,0.27617606433943426
2024,13,MIN,def,33,17,0.515152,-0.09814401049075197
2024,13,MIN,off,24,14,0.583333,-0.12104268061132946
2024,13,NE,def,25,17,0.68,0.21754928686306813
2024,13,NE,off,30,17,0.566667,0.030953754829772466
2024,13,NO,def,26,17,0.653846,0.258526857499069
2024,13,NO,off,26,14,0.538462,-0.06978688788680862
2024,13,NYG,def,29,13,0.448276,-0.10454618976178483
2024,13,NYG,off,27,17,0.62963,-0.1855275294359739
2024,13,NYJ,def,22,7,0.318182,-0.13404042236057154
2024,13,NYJ,off,25,12,0.48,-0.2499128620023839
2024,13,PHI,def,32,18,0.5625,0.21325663007519324
2024,13,PHI,off,24,16,0.666667,0.34799184643876896
2024,13,PIT,def,29,15,0.517241,-0.16104863669948075
2024,13,PIT,off,31,18,0.580645,0.21939046008758098
2024,13,SEA,def,25,12,0.48,-0.2499128620023839
2024,13,SEA,off,22,7,0.318182,-0.13404042236057154
2024,13,SF,def,24,14,0.583333,0.2964817754170023
2024,13,SF,off,22,9,0.409091,-0.45717626134600403
2024,13,TB,def,30,17,0.566667,0.023361519149815043
2024,13,TB,off,37,26,0.702703,0.08126071666924257
2024,13,TEN,def,34,25,0.735294,0.0025555818488903564
2024,13,TEN,off,19,6,0.315789,-0.17522192002874554
2024,13,WAS,def,19,6,0.315789,-0.17522192002874554
2024,13,WAS,off,34,25,0.735294,0.0025555818488903564
2024,14,ARI,def,26,16,0.615385,0.1750553319557534
2024,14,ARI,off,30,17,0.566667,0.13951360639184712
2024,14,ATL,def,24,13,0.541667,0.25361920108116465
2024,14,ATL,off,33,17,0.515152,-0.08004029092174306
2024,14,BUF,def,33,15,0.454545,-0.10465173931989932
2024,14,BUF,off,27,14,0.518519,0.27777007156745875
2024,14,CAR,def,24,12,0.5,-0.09343324914516415
2024,14,CAR,off,25,14,0.56,0.02099036072380841
2024,14,CHI,def,27,16,0.592593,0.21025606767701296
2024,14,CHI,off,22,11,0.5,-0.03267698162446984
2024,14,CIN,def,25,10,0.4,-0.14323665589094162
2024,14,CIN,off,30,21,0.7,0.3020884277318449
2024,14,CLE,def,25,14,0.56,-0.043291356682311745
2024,14,CLE,off,30,13,0.433333,-0.3495585813652724
2024,14,DAL,def,30,21,0.7,0.3020884277318449
2024,14,DAL,off,25,10,0.4,-0.14323665589094162
2024,14,DET,def,21,10,0.47619,-0.10728303926520139
2024,14,DET,off,33,18,0.545455,0.09273094723060855
2024,14,GB,def,33,18,0.545455,0.09273094723060855
2024,14,GB,off,21,10,0.47619,-0.10728303926520139
2024,14,JAX,def,26,13,0.5,0.1277596903662645
2024,14,JAX,off,23,13,0.565217,-0.03252087490197838
2024,14,KC,def,23,8,0.347826,-0.09521627270758314
2024,14,KC,off,26,15,0.576923,0.049909420168170564
2024,14,LA,def,27,14,0.518519,0.27777007156745875
2024,14,LA,off,33,15,0.454545,-0.10465173931989932
2024,14,LAC,def,26,15,0.576923,0.049909420168170564
2024,14,LAC,off,23,8,0.347826,-0.09521627270758314
2024,14,LV,def,27,16,0.592593,0.16378407686284777
2024,14,LV,off,25,15,0.6,-0.15198479215148836
2024,14,MIA,def,29,17,0.586207,0.17431682961137868
2024,14,MIA,off,31,17,0.548387,0.09824955846265619
2024,14,MIN,def,33,17,0.515152,-0.08004029092174306
2024,14,MIN,off,24,13,0.541667,0.25361920108116465
2024,14,NO,def,27,13,0.481481,-0.02500777086889785
2024,14,NO,off,28,13,0.464286,0.0034366725376457907
2024,14,NYG,def,28,13,0.464286,0.0034366725376457907
2024,14,NYG,off,27,13,0.481481,-0.02500777086889785
2024,14,NYJ,def,31,17,0.548387,0.09824955846265619
2024,14,NYJ,off,29,17,0.586207,0.17431682961137868
2024,14,PHI,def,25,14,0.56,0.02099036072380841
2024,14,PHI,off,24,12,0.5,-0.09343324914516415
2024,14,PIT,def,30,13,0.433333,-0.3495585813652724
2024,14,PIT,off,25,14,0.56,-0.043291356682311745
2024,14,SEA,def,30,17,0.566667,0.13951360639184712
2024,14,SEA,off,26,16,0.615385,0.1750553319557534
2024,14,SF,def,22,11,0.5,-0.03267698162446984
2024,14,SF,off,27,16,0.592593,0.21025606767701296
2024,14,TB,def,25,15,0.6,-0.15198479215148836
2024,14,TB,off,27,16,0.592593,0.16378407686284777
2024,14,TEN,def,23,13,0.565217,-0.03252087490197838
2024,14,TEN,off,26,13,0.5,0.1277596903662645
2024,15,ARI,def,24,15,0.625,0.05297474992888359
2024,15,ARI,off,26,16,0.615385,-0.07054832125476633
2024,15,ATL,def,26,13,0.5,-0.06201521884829093
2024,15,ATL,off,24,10,0.416667,-0.35025940161722247
2024,15,BAL,def,24,11,0.458333,-0.27478876901902066
2024,15,BAL,off,28,14,0.5,-0.09357709250928435
2024,15,BUF,def,33,16,0.484848,0.03541282410768679
2024,15,BUF,off,32,21,0.65625,0.3840135741438644
2024,15,CAR,def,31,21,0.677419,0.16587775091043552
2024,15,CAR,off,22,10,0.454545,-0.2792501283243341
2024,15,CHI,def,31,15,0.483871,-0.07021159969548124
2024,15,CHI,off,25,12,0.48,-0.018858862495981156
2024,15,CIN,def,30,14,0.466667,-0.5754684905560377
2024,15,CIN,off,27,12,0.444444,-0.14498842495528083
2024,15,CLE,def,29,14,0.482759,0.058242055320518155
2024,15,CLE,off,27,13,0.481481,-0.7921439619148495
2024,15,DAL,def,22,10,0.454545,-0.2792501283243341
2024,15,DAL,off,31,21,0.677419,0.16587775091043552
2024,15,DEN,def,31,11,0.354839,-0.5637096390973085
2024,15,DEN,off,23,11,0.478261,-0.31201769478376146
2024,15,DET,def,32,21,0.65625,0.3840135741438644
2024,15,DET,off,33,16,0.484848,0.03541282410768679
2024,15,GB,def,24,11,0.458333,-0.14106628819718026
2024,15,GB,off,27,18,0.666667,0.26841468089561976
2024,15,HOU,def,25,12,0.48,-0.10677586866309867
2024,15,HOU,off,19,10,0.526316,-0.3912330363098973
2024,15,IND,def,23,11,0.478261,-0.31201769478376146
2024,15,IND,off,31,11,0.354839,-0.5637096390973085
2024,15,JAX,def,24,12,0.5,-0.023194630729752436
2024,15,JAX,off,33,17,0.515152,0.032981364078516366
2024,15,KC,def,27,13,0.481481,-0.7921439619148495
2024,15,KC,off,29,14,0.482759,0.058242055320518155
2024,15,LA,def,22,7,0.318182,-0.14118279706400988
2024,15,LA,off,25,15,0.6,0.1084652211354114
2024,15,LAC,def,30,20,0.666667,0.015399114496540278
2024,15,LAC,off,21,8,0.380952,-0.44301893176522017
2024,15,LV,def,24,10,0.416667,-0.35025940161722247
2024,15,LV,off,26,13,0.5,-0.06201521884829093
2024,15,MIA,def,19,10,0.526316,-0.3912330363098973
2024,15,MIA,off,25,12,0.48,-0.10677586866309867
2024,15,MIN,def,25,12,0.48,-0.018858862495981156
2024,15,MIN,off,31,15,0.483871,-0.07021159969548124
2024,15,NE,def,26,16,0.615385,-0.07054832125476633
2024,15,NE,off,24,15,0.625,0.05297474992888359
2024,15,NO,def,30,11,0.366667,-0.17329945848032366
2024,15,NO,off,21,8,0.380952,-0.0769972430453414
2024,15,NYG,def,28,14,0.5,-0.09357709250928435
2024,15,NYG,off,24,11,0.458333,-0.27478876901902066
2024,15,NYJ,def,33,17,0.515152,0.032981364078516366
2024,15,NYJ,off,24,12,0.5,-0.023194630729752436
2024,15,PHI,def,19,10,0.526316,-0.2893829916750914
2024,15,PHI,off,31,11,0.354839,-0.12355854733557921
2024,15,PIT,def,31,11,0.354839,-0.12355854733557921
2024,15,PIT,off,19,10,0.526316,-0.2893829916750914
2024,15,SEA,def,27,18,0.666667,0.26841468089561976
2024,15,SEA,off,24,11,0.458333,-0.14106628819718026
2024,15,SF,def,25,15,0.6,0.1084652211354114
2024,15,SF,off,22,7,0.318182,-0.14118279706400988
2024,15,TB,def,21,8,0.380952,-0.44301893176522017
2024,15,TB,off,30,20,0.666667,0.015399114496540278
2024,15,TEN,def,27,12,0.444444,-0.14498842495528083
2024,15,TEN,off,30,14,0.466667,-0.5754684905560377
2024,15,WAS,def,21,8,0.380952,-0.0769972430453414
2024,15,WAS,off,30,11,0.366667,-0.17329945848032366
2024,16,ARI,def,28,14,0.5,0.28589832419155364
2024,16,ARI,off,29,15,0.517241,0.2053334018564783
2024,16,ATL,def,24,12,0.5,-0.19299309763785763
2024,16,ATL,off,28,12,0.428571,-0.04288490884625519
2024,16,BAL,def,28,18,0.642857,0.1581460055811996
2024,16,BAL,off,30,18,0.6,0.011249078713202227
2024,16,BUF,def,32,19,0.59375,-0.03891489657598868
2024,16,BUF,off,26,14,0.538462,0.09362504952318537
2024,16,CAR,def,29,15,0.517241,0.2053334018564783
2024,16,CAR,off,28,14,0.5,0.28589832419155364
2024,16,CHI,def,32,25,0.78125,0.6084148577947417
2024,16,CHI,off,26,14,0.538462,0.1836295761884405
2024,16,CIN,def,27,10,0.37037,-0.32746285065055686
2024,16,CIN,off,27,20,0.740741,0.44383898051240034
2024,16,CLE,def,27,20,0.740741,0.44383898051240034
2024,16,CLE,off,27,10,0.37037,-0.32746285065055686
2024,16,DAL,def,33,21,0.636364,-0.02034534887184925
2024,16,DAL,off,23,10,0.434783,0.11938292459766987
2024,16,DEN,def,28,14,0.5,-0.0429727086094707
2024,16,DEN,off,28,16,0.571429,0.0809131797063698
2024,16,DET,def,26,14,0.538462,0.1836295761884405
2024,16,DET,off,32,25,0.78125,0.6084148577947417
2024,16,GB,def,22,8,0.363636,-0.43488729922418395
2024,16,GB,off,28,17,0.607143,0.19366909540258348
2024,16,HOU,def,29,13,0.448276,0.0009321221551890003
2024,16,HOU,off,27,12,0.444444,-0.04705958615522832
2024,16,IND,def,25,9,0.36,0.019321654776576908
2024,16,IND,off,26,15,0.576923,0.1938441973425842
2024,16,JAX,def,31,18,0.580645,0.17468481998883129
2024,16,JAX,off,25,9,0.36,-0.452712507895194
2024,16,KC,def,27,12,0.444444,-0.04705958615522832
2024,16,KC,off,29,13,0.448276,0.0009321221551890003
2024,16,LA,def,23,12,0.521739,-0.011653358172422842
2024,16,LA,off,23,13,0.565217,0.29007463807331235
2024,16,LAC,def,28,16,0.571429,0.0809131797063698
2024,16,LAC,off,28,14,0.5,-0.0429727086094707
2024,16,LV,def,25,9,0.36,-0.452712507895194
2024,16,LV,off,31,18,0.580645,0.17468481998883129
2024,16,MIA,def,27,17,0.62963,0.17118038208853384
2024,16,MIA,off,31,18,0.580645,0.3611657543355719
2024,16,MIN,def,31,19,0.612903,0.09792157434464072
2024,16,MIN,off,26,15,0.576923,0.3306700099783484
2024,16,NE,def,26,14,0.538462,0.09362504952318537
2024,16,NE,off,32,19,0.59375,-0.03891489657598868
2024,16,NO,def,28,17,0.607143,0.19366909540258348
2024,16,NO,off,22,8,0.363636,-0.43488729922418395
2024,16,NYG,def,28,12,0.428571,-0.04288490884625519
2024,16,NYG,off,24,12,0.5,-0.19299309763785763
2024,16,NYJ,def,23,13,0.565217,0.29007463807331235
2024,16,NYJ,off,23,12,0.521739,-0.011653358172422842
2024,16,PHI,def,29,14,0.482759,-0.2660378416546556
2024,16,PHI,off,29,8,0.275862,-0.2370640116278082
2024,16,PIT,def,30,18,0.6,0.011249078713202227
2024,16,PIT,off,28,18,0.642857,0.1581460055811996
2024,16,SEA,def,26,15,0.576923,0.3306700099783484
2024,16,SEA,off,31,19,0.612903,0.09792157434464072
2024,16,SF,def,31,18,0.580645,0.3611657543355719
2024,16,SF,off,27,17,0.62963,0.17118038208853384
2024,16,TB,def,23,10,0.434783,0.11938292459766987
2024,16,TB,off,33,21,0.636364,-0.02034534887184925
2024,16,TEN,def,26,15,0.576923,0.1938441973425842
2024,16,TEN,off,25,9,0.36,0.019321654776576908
2024,16,WAS,def,29,8,0.275862,-0.2370640116278082
2024,16,WAS,off,29,14,0.482759,-0.2660378416546556
2024,17,ARI,def,21,12,0.571429,0.12962414873514458
2024,17,ARI,off,34,17,0.5,-0.051432761965449623
2024,17,ATL,def,34,17,0.5,-0.07833117849333897
2024,17,ATL,off,28,17,0.607143,0.08623529459042142
2024,17,BAL,def,20,8,0.4,-0.09761269009904935
2024,17,BAL,off,31,19,0.612903,0.3125444219810062
2024,17,BUF,def,28,17,0.607143,0.024170834381948225
2024,17,BUF,off,26,14,0.538462,-0.1430168260950058
2024,17,CAR,def,36,23,0.638889,0.377397850563284
2024,17,CAR,off,20,8,0.4,0.03444506921738479
2024,17,CHI,def,21,12,0.571429,-0.04195963119577971
2024,17,CHI,off,21,9,0.428571,-0.3581704710072483
2024,17,CIN,def,26,11,0.423077,0.05971769274597486
2024,17,CIN,off,39,24,0.615385,0.13751958215755458
2024,17,CLE,def,25,13,0.52,0.07756605746340937
2024,17,CLE,off,30,10,0.333333,-0.28661321434774434
2024,17,DAL,def,25,11,0.44,-0.002886347193270922
2024,17,DAL,off,25,13,0.52,-0.1160256074438803
2024,17,DEN,def,39,24,0.615385,0.13751958215755458
2024,17,DEN,off,26,11,0.423077,0.05971769274597486
2024,17,DET,def,31,16,0.516129,-0.15921961280119215
2024,17,DET,off,26,14,0.538462,0.011518582847202197
2024,17,GB,def,31,15,0.483871,-0.0604090009489277
2024,17,GB,off,23,13,0.565217,0.0659024014729885
2024,17,HOU,def,31,19,0.612903,0.3125444219810062
2024,17,HOU,off,20,8,0.4,-0.09761269009904935
2024,17,IND,def,20,9,0.45,0.16520629005826776
2024,17,IND,off,33,19,0.575758,-0.0050510564258068125
2024,17,JAX,def,29,19,0.655172,0.1919053239398636
2024,17,JAX,off,23,8,0.347826,-0.18756569274473409
2024,17,KC,def,31,19,0.612903,0.17054649030662053
2024,17,KC,off,27,18,0.666667,0.1710910482161799
2024,17,LA,def,34,17,0.5,-0.051432761965449623
2024,17,LA,off,21,12,0.571429,0.12962414873514458
