team,week,side,epa_avg_h1,epa_avg_h2,plays_h1,plays_h2,success_rate_h1,success_rate_h2,adj_epa,adj_sr
HOU,2,off,0.1750436,-0.2570425,22,23,0.45454545454545453,0.34782608695652173,-0.4320861,-0.1067193675889328
IND,1,def,0.646848,0.11035519,15,31,0.6666666666666666,0.5483870967741935,-0.5364928,-0.11827956989247312
IND,1,off,0.25261393,0.28360665,43,27,0.4883720930232558,0.5925925925925926,0.030992717,0.10422049956933677
IND,2,def,-0.27548712,-0.094768286,29,25,0.5862068965517241,0.48,0.18071884,-0.1062068965517241
IND,2,off,0.2621895,0.027553845,35,32,0.5428571428571428,0.4375,-0.23463567,-0.10535714285714282
JAX,1,def,0.21275297,0.29455313,28,32,0.6428571428571429,0.65625,0.08180016,0.013392857142857095
JAX,1,off,0.42341766,-0.13718854,31,29,0.6451612903225806,0.3103448275862069,-0.5606062,-0.3348164627363737
JAX,2,def,0.06840395,-0.04532367,30,35,0.6333333333333333,0.5142857142857142,-0.11372762,-0.11904761904761907
JAX,2,off,0.18550375,-0.005072647,36,34,0.5,0.5,-0.1905764,0.0
KC,1,def,-0.29477212,-0.34452873,29,30,0.4827586206896552,0.36666666666666664,-0.049756616,-0.11609195402298855
KC,1,off,-0.06514171,0.56981754,30,27,0.43333333333333335,0.5185185185185185,0.6349592,0.08518518518518514
KC,2,def,0.07677356,-0.06849362,28,28,0.6071428571428571,0.5357142857142857,-0.14526719,-0.0714285714285714
KC,2,off,0.012066532,-0.26791853,27,30,0.4074074074074074,0.4,-0.27998507,-0.007407407407407363
LA,1,def,0.05581395,0.2236964,31,26,0.6774193548387096,0.5769230769230769,0.16788244,-0.10049627791563276
LA,1,off,-0.04037465,-0.03647927,27,28,0.3333333333333333,0.5,0.0038953833,0.16666666666666669
LA,2,def,-0.055613462,0.3401367,35,29,0.5714285714285714,0.6551724137931034,0.39575016,0.08374384236453203
LA,2,off,0.13662283,0.50494754,25,32,0.4,0.5625,0.3683247,0.16249999999999998
LAC,1,def,0.06514171,-0.56981754,30,27,0.5666666666666667,0.48148148148148145,-0.6349592,-0.0851851851851852
LAC,1,off,0.29477212,0.34452873,29,30,0.5172413793103449,0.6333333333333333,0.049756616,0.11609195402298844
LAC,2,def,0.36576188,0.41882092,33,32,0.6666666666666666,0.71875,0.05305904,0.05208333333333337
LAC,2,off,0.26749516,-0.2973495,26,27,0.4230769230769231,0.4444444444444444,-0.56484467,0.021367521367521347
LV,1,def,-0.08906463,0.2406087,36,32,0.5555555555555556,0.625,0.32967335,0.06944444444444442
LV,1,off,-0.03591133,0.25553027,29,31,0.41379310344827586,0.45161290322580644,0.2914416,0.03781979977753058
LV,2,def,-0.26749516,0.2973495,26,27,0.5769230769230769,0.5555555555555556,0.56484467,-0.02136752136752129
LV,2,off,-0.36576188,-0.41882092,33,32,0.3333333333333333,0.28125,-0.05305904,-0.052083333333333315
MIA,1,def,-0.25261393,-0.28360665,43,27,0.5116279069767442,0.4074074074074074,-0.030992717,-0.10422049956933682
MIA,1,off,-0.646848,-0.11035519,15,31,0.3333333333333333,0.45161290322580644,0.5364928,0.11827956989247312
MIA,2,def,-0.40286046,-0.18087116,35,17,0.45714285714285713,0.5882352941176471,0.2219893,0.13109243697478995
MIA,2,off,0.61004156,-0.043908723,17,35,0.7058823529411765,0.37142857142857144,-0.6539503,-0.3344537815126051
MIA,3,def,-0.42931733,-0.14976026,26,31,0.34615384615384615,0.5483870967741935,0.27955705,0.20223325062034736
MIA,3,off,0.1906152,-0.1089149,32,27,0.40625,0.4074074074074074,-0.2995301,0.0011574074074073848
MIN,1,def,-0.016405342,0.15644412,31,32,0.5806451612903226,0.65625,0.17284946,0.07560483870967738
MIN,1,off,-0.33262524,-0.09357739,19,30,0.3157894736842105,0.4666666666666667,0.23904786,0.15087719298245617
MIN,2,def,0.14060596,-0.05778417,27,35,0.5925925925925926,0.5428571428571428,-0.19839013,-0.049735449735449744
MIN,2,off,-0.29857662,-0.6861217,28,18,0.42857142857142855,0.3888888888888889,-0.38754508,-0.03968253968253965
NE,1,def,0.03591133,-0.25553027,29,31,0.5862068965517241,0.5483870967741935,-0.2914416,-0.03781979977753058
NE,1,off,0.08906463,-0.2406087,36,32,0.4444444444444444,0.375,-0.32967335,-0.06944444444444442
NE,2,def,-0.61004156,0.043908723,17,35,0.29411764705882354,0.6285714285714286,0.6539503,0.334453781512605
NE,2,off,0.40286046,0.18087116,35,17,0.5428571428571428,0.4117647058823529,-0.2219893,-0.1310924369747899
NO,1,def,-0.2396361,0.1718971,32,29,0.46875,0.7241379310344828,0.41153318,0.25538793103448276
NO,1,off,0.19894741,-0.16742289,23,44,0.5652173913043478,0.36363636363636365,-0.36637032,-0.20158102766798414
NO,2,def,-0.16472276,0.1124251,37,27,0.4594594594594595,0.5925925925925926,0.27714786,0.13313313313313307
NO,2,off,-0.023987886,-0.118999206,29,38,0.3448275862068966,0.5,-0.09501132,0.15517241379310343
NYG,1,def,-0.19038743,-0.17952149,35,27,0.45714285714285713,0.48148148148148145,0.010865942,0.024338624338624326
NYG,1,off,-0.25280866,-0.23211049,27,35,0.3333333333333333,0.34285714285714286,0.020698175,0.009523809523809545
NYG,2,def,-0.018955953,-0.29115707,29,42,0.6206896551724138,0.5,-0.27220112,-0.12068965517241381
NYG,2,off,0.21301071,0.4723689,33,26,0.42424242424242425,0.5384615384615384,0.25935817,0.11421911421911418
NYJ,1,def,-0.34118307,-0.005815846,26,27,0.5769230769230769,0.5925925925925926,0.33536723,0.015669515669515688
NYJ,1,off,0.33201402,0.16119862,32,30,0.59375,0.43333333333333335,-0.17081541,-0.16041666666666665
NYJ,2,def,-0.22399853,-0.16544905,37,30,0.5675675675675675,0.5,0.05854948,-0.06756756756756754
NYJ,2,off,-0.59070486,-0.012253364,23,24,0.30434782608695654,0.375,0.5784515,0.07065217391304346
PHI,1,def,-0.40446332,0.37650537,29,26,0.41379310344827586,0.6923076923076923,0.78096867,0.27851458885941643
PHI,1,off,0.55475223,-0.24744853,30,29,0.6333333333333333,0.3793103448275862,-0.8022008,-0.2540229885057471
PHI,2,def,-0.012066532,0.26791853,27,30,0.5925925925925926,0.6,0.27998507,0.007407407407407418
PHI,2,off,-0.07677356,0.06849362,28,28,0.39285714285714285,0.4642857142857143,0.14526719,0.07142857142857145
PIT,1,def,-0.33201402,-0.16119862,32,30,0.40625,0.5666666666666667,0.17081541,0.16041666666666665
PIT,1,off,0.34118307,0.005815846,26,27,0.4230769230769231,0.4074074074074074,-0.33536723,-0.015669515669515688
PIT,2,def,0.14459246,-0.3072243,33,31,0.6363636363636364,0.4838709677419355,-0.45181677,-0.15249266862170086
PIT,2,off,-0.20586441,-0.23193675,27,32,0.37037037037037035,0.28125,-0.026072338,-0.08912037037037035
SEA,1,def,-0.11761651,-0.1078297,33,37,0.5454545454545454,0.4594594594594595,0.009786814,-0.08599508599508593
SEA,1,off,-0.11468148,-0.43575868,26,23,0.5384615384615384,0.391304347826087,-0.3210772,-0.14715719063545146
SEA,2,def,0.20586441,0.23193675,27,32,0.6296296296296297,0.71875,0.026072338,0.08912037037037035
SEA,2,off,-0.14459246,0.3072243,33,31,0.36363636363636365,0.5161290322580645,0.45181677,0.15249266862170086
SF,1,def,0.11468148,0.43575868,26,23,0.46153846153846156,0.6086956521739131,0.3210772,0.14715719063545152
SF,1,off,0.11761651,0.1078297,33,37,0.45454545454545453,0.5405405405405406,-0.009786814,0.08599508599508604
SF,2,def,0.023987886,0.118999206,29,38,0.6551724137931034,0.5,0.09501132,-0.15517241379310343
SF,2,off,0.16472276,-0.1124251,37,27,0.5405405405405406,0.4074074074074074,-0.27714786,-0.13313313313313319
TB,1,def,0.105395555,-0.18268882,31,39,0.6129032258064516,0.5128205128205128,-0.2880844,-0.10008271298593885
TB,1,off,-0.0017282002,0.24316739,29,26,0.3448275862068966,0.38461538461538464,0.24489559,0.03978779840848806
TB,2,def,-0.1750436,0.2570425,22,23,0.5454545454545454,0.6521739130434783,0.4320861,0.10671936758893286
TB,2,off,0.31304452,0.018949652,32,40,0.59375,0.475,-0.29409486,-0.11875000000000002
TEN,1,def,0.1887446,0.11458782,31,38,0.6129032258064516,0.6052631578947368,-0.07415678,-0.007640067911714787
TEN,1,off,-0.2558676,-0.5704412,28,27,0.32142857142857145,0.14814814814814814,-0.3145736,-0.1732804232804233
TEN,2,def,-0.13662283,-0.50494754,25,32,0.6,0.4375,-0.3683247,-0.16249999999999998
TEN,2,off,0.055613462,-0.3401367,35,29,0.42857142857142855,0.3448275862068966,-0.39575016,-0.08374384236453197
WAS,1,def,0.25280866,0.23211049,27,35,0.6666666666666666,0.6571428571428571,-0.020698175,-0.00952380952380949
WAS,1,off,0.19038743,0.17952149,35,27,0.5428571428571428,0.5185185185185185,-0.010865942,-0.024338624338624326
WAS,2,def,-0.30742142,0.023328276,34,27,0.4117647058823529,0.5925925925925926,0.3307497,0.18082788671023964
WAS,2,off,-0.28214213,-0.11664583,25,39,0.28,0.41025641025641024,0.1654963,0.13025641025641022
